"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","responses","stimulus","button_pressed","response"
"[{""page_index"":0,""viewing_time"":1999},{""page_index"":1,""viewing_time"":23075},{""page_index"":2,""viewing_time"":12937}]","38012","instructions","0","38015","0.0-0.0","58146","","","",""
"","4647","survey-text","1","42663","0.0-1.0","58146","{""Q0"":""42""}","","",""
"","9053","survey-text","2","51717","0.0-2.0","58146","{""Q0"":""Completed doctorate""}","","",""
"","8944","survey-text","3","60662","0.0-3.0","58146","{""Q0"":""19""}","","",""
"","5400","survey-text","4","66063","0.0-4.0","58146","{""Q0"":""moveable do""}","","",""
"","5387","survey-text","5","71450","0.0-5.0","58146","{""Q0"":""viola""}","","",""
"","12027","survey-text","6","83478","0.0-6.0","58146","{""Q0"":""PhD Music theory and composition""}","","",""
"","8369","survey-text","7","91848","0.0-7.0","58146","{""Q0"":""Adams State University""}","","",""
"[{""page_index"":0,""viewing_time"":2754},{""page_index"":1,""viewing_time"":24403},{""page_index"":2,""viewing_time"":6525},{""page_index"":3,""viewing_time"":3274}]","36956","instructions","8","128804","0.0-8.0","58146","","","",""
"","21058","image-button-response","9","149866","0.0-9.0-0.0","58146","","img/Berkowitz627.png","5",""
"","15107","image-button-response","10","164974","0.0-9.0-1.0","58146","","img/Berkowitz627.png","9",""
"","19057","image-slider-response","11","184032","0.0-9.0-2.0","58146","","","","100"
"","8301","image-slider-response","12","192335","0.0-9.0-3.0","58146","","","","0"
"","2194","image-button-response","13","194529","0.0-9.0-4.0","58146","","img/Berkowitz627.png","1",""
"","10675","image-button-response","14","205206","0.0-9.0-0.1","58146","","img/Berkowitz9.png","0",""
"","3982","image-button-response","15","209189","0.0-9.0-1.1","58146","","img/Berkowitz9.png","4",""
"","17728","image-slider-response","16","226919","0.0-9.0-2.1","58146","","","","19"
"","11688","image-slider-response","17","238608","0.0-9.0-3.1","58146","","","","100"
"","3285","image-button-response","18","241893","0.0-9.0-4.1","58146","","img/Berkowitz9.png","1",""
"","48038","image-button-response","19","289932","0.0-9.0-0.2","58146","","img/Berkowitz334t.png","2",""
"","2430","image-button-response","20","292363","0.0-9.0-1.2","58146","","img/Berkowitz334t.png","5",""
"","13443","image-slider-response","21","305806","0.0-9.0-2.2","58146","","","","83"
"","17651","image-slider-response","22","323458","0.0-9.0-3.2","58146","","","","76"
"","1709","image-button-response","23","325167","0.0-9.0-4.2","58146","","img/Berkowitz334t.png","1",""
"","4983","image-button-response","24","330152","0.0-9.0-0.3","58146","","img/Berkowitz74.png","0",""
"","4860","image-button-response","25","335013","0.0-9.0-1.3","58146","","img/Berkowitz74.png","4",""
"","9720","image-slider-response","26","344732","0.0-9.0-2.3","58146","","","","0"
"","11452","image-slider-response","27","356185","0.0-9.0-3.3","58146","","","","100"
"","2025","image-button-response","28","358210","0.0-9.0-4.3","58146","","img/Berkowitz74.png","1",""
"","24356","image-button-response","29","382568","0.0-9.0-0.4","58146","","img/Berkowitz59.png","0",""
"","7087","image-button-response","30","389655","0.0-9.0-1.4","58146","","img/Berkowitz59.png","6",""
"","19743","image-slider-response","31","409399","0.0-9.0-2.4","58146","","","","24"
"","4544","image-slider-response","32","413944","0.0-9.0-3.4","58146","","","","94"
"","1552","image-button-response","33","415497","0.0-9.0-4.4","58146","","img/Berkowitz59.png","1",""
"","24874","image-button-response","34","440372","0.0-9.0-0.5","58146","","img/Berkowitz629.png","5",""
"","1383","image-button-response","35","441755","0.0-9.0-1.5","58146","","img/Berkowitz629.png","5",""
"","8651","image-slider-response","36","450407","0.0-9.0-2.5","58146","","","","100"
"","5040","image-slider-response","37","455447","0.0-9.0-3.5","58146","","","","0"
"","1417","image-button-response","38","456865","0.0-9.0-4.5","58146","","img/Berkowitz629.png","1",""
"","26111","image-button-response","39","482977","0.0-9.0-0.6","58146","","img/Berkowitz379.png","2",""
"","4151","image-button-response","40","487128","0.0-9.0-1.6","58146","","img/Berkowitz379.png","5",""
"","12105","image-slider-response","41","499233","0.0-9.0-2.6","58146","","","","80"
"","23311","image-slider-response","42","522544","0.0-9.0-3.6","58146","","","","45"
"","1476","image-button-response","43","524020","0.0-9.0-4.6","58146","","img/Berkowitz379.png","1",""
"","11035","image-button-response","44","535055","0.0-9.0-0.7","58146","","img/Berkowitz70.png","1",""
"","7514","image-button-response","45","542570","0.0-9.0-1.7","58146","","img/Berkowitz70.png","4",""
"","8683","image-slider-response","46","551256","0.0-9.0-2.7","58146","","","","27"
"","5409","image-slider-response","47","556667","0.0-9.0-3.7","58146","","","","97"
"","1687","image-button-response","48","558355","0.0-9.0-4.7","58146","","img/Berkowitz70.png","1",""
"","19585","image-button-response","49","577941","0.0-9.0-0.8","58146","","img/Berkowitz294.png","2",""
"","3532","image-button-response","50","581473","0.0-9.0-1.8","58146","","img/Berkowitz294.png","5",""
"","11092","image-slider-response","51","592566","0.0-9.0-2.8","58146","","","","71"
"","3881","image-slider-response","52","596448","0.0-9.0-3.8","58146","","","","80"
"","1485","image-button-response","53","597933","0.0-9.0-4.8","58146","","img/Berkowitz294.png","1",""
"","15298","image-button-response","54","613234","0.0-9.0-0.9","58146","","img/Berkowitz282.png","1",""
"","1572","image-button-response","55","614808","0.0-9.0-1.9","58146","","img/Berkowitz282.png","4",""
"","11463","image-slider-response","56","626272","0.0-9.0-2.9","58146","","","","25"
"","4961","image-slider-response","57","631235","0.0-9.0-3.9","58146","","","","26"
