"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","responses","stimulus","button_pressed","response"
"[{""page_index"":0,""viewing_time"":1811},{""page_index"":1,""viewing_time"":6232},{""page_index"":2,""viewing_time"":7628}]","15671","instructions","0","15674","0.0-0.0","20678","","","",""
"","4015","survey-text","1","19690","0.0-1.0","20678","{""Q0"":""33""}","","",""
"","5728","survey-text","2","25420","0.0-2.0","20678","{""Q0"":""Doctoral Student""}","","",""
"","10307","survey-text","3","35728","0.0-3.0","20678","{""Q0"":""9""}","","",""
"","13149","survey-text","4","48879","0.0-4.0","20678","{""Q0"":""Moveable-Do, Do-Based Minior""}","","",""
"","4432","survey-text","5","53310","0.0-5.0","20678","{""Q0"":""Piano""}","","",""
"","6862","survey-text","6","60173","0.0-6.0","20678","{""Q0"":""MM Music Theory""}","","",""
"","9979","survey-text","7","70154","0.0-7.0","20678","{""Q0"":""University of Texas at Arlington""}","","",""
"[{""page_index"":0,""viewing_time"":4029},{""page_index"":1,""viewing_time"":26225},{""page_index"":2,""viewing_time"":2385},{""page_index"":3,""viewing_time"":4849}]","37488","instructions","8","107642","0.0-8.0","20678","","","",""
"","35155","image-button-response","9","142798","0.0-9.0-0.0","20678","","img/Berkowitz294.png","2",""
"","29080","image-button-response","10","171880","0.0-9.0-1.0","20678","","img/Berkowitz294.png","5",""
"","6873","image-slider-response","11","178753","0.0-9.0-2.0","20678","","","","83"
"","6941","image-slider-response","12","185695","0.0-9.0-3.0","20678","","","","100"
"","1553","image-button-response","13","187247","0.0-9.0-4.0","20678","","img/Berkowitz294.png","0",""
"","14804","image-button-response","14","202052","0.0-9.0-0.1","20678","","img/Berkowitz3.png","0",""
"","14309","image-button-response","15","216361","0.0-9.0-1.1","20678","","img/Berkowitz3.png","3",""
"","5838","image-slider-response","16","222202","0.0-9.0-2.1","20678","","","","0"
"","2958","image-slider-response","17","225159","0.0-9.0-3.1","20678","","","","100"
