"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","responses","stimulus","button_pressed","response"
"[{""page_index"":0,""viewing_time"":1773.4000000054948},{""page_index"":1,""viewing_time"":1113.7999999918975},{""page_index"":2,""viewing_time"":13830.000000016298}]","16717.800000013085","instructions","0","16722","0.0-0.0","88355","","","",""
"","3514.500000019325","survey-text","1","20238","0.0-1.0","88355","{""Q0"":""29""}","","",""
"","7498.300000006566","survey-text","2","27738","0.0-2.0","88355","{""Q0"":""Doctoral Student""}","","",""
"","8842.900000017835","survey-text","3","36582","0.0-3.0","88355","{""Q0"":""2""}","","",""
"","7198.800000012852","survey-text","4","43782","0.0-4.0","88355","{""Q0"":""Moveable-Do""}","","",""
"","3090.300000010757","survey-text","5","46875","0.0-5.0","88355","{""Q0"":""Trumpet""}","","",""
"","13040.399999998044","survey-text","6","59916","0.0-6.0","88355","{""Q0"":""MSc. Music Mind and Brain""}","","",""
"","8936.40000000596","survey-text","7","68855","0.0-7.0","88355","{""Q0"":""Louisiana State University""}","","",""
"[{""page_index"":0,""viewing_time"":2151.400000002468},{""page_index"":1,""viewing_time"":2042.0999999914784},{""page_index"":2,""viewing_time"":1831.7000000097323},{""page_index"":3,""viewing_time"":1371.7999999935273}]","7397.300000011455","instructions","8","76252","0.0-8.0","88355","","","",""
"","2606.899999984307","image-button-response","9","78862","0.0-9.0-0.0","88355","","img/Berkowitz3.png","0",""
"","4871.100000018487","image-button-response","10","83735","0.0-9.0-1.0","88355","","img/Berkowitz3.png","2",""
"","6027.800000010757","image-slider-response","11","89766","0.0-9.0-2.0","88355","","","","1"
"","10435.40000001667","image-slider-response","12","100204","0.0-9.0-3.0","88355","","","","99"
"","2610.7000000192784","image-button-response","13","102816","0.0-9.0-4.0","88355","","img/Berkowitz3.png","0",""
"","15874.600000010105","image-button-response","14","118692","0.0-9.0-0.1","88355","","img/Berkowitz70.png","1",""
"","7056.400000001304","image-button-response","15","125750","0.0-9.0-1.1","88355","","img/Berkowitz70.png","4",""
"","4858.3000000217","image-slider-response","16","130611","0.0-9.0-2.1","88355","","","","39"
"","4536.599999992177","image-slider-response","17","135149","0.0-9.0-3.1","88355","","","","98"
"","6096.000000019558","image-button-response","18","141247","0.0-9.0-4.1","88355","","img/Berkowitz70.png","0",""
"","7410.499999998137","image-button-response","19","148659","0.0-9.0-0.2","88355","","img/Berkowitz417tx.png","2",""
"","6880.299999989802","image-button-response","20","155541","0.0-9.0-1.2","88355","","img/Berkowitz417tx.png","4",""
"","5135.700000013458","image-slider-response","21","160678","0.0-9.0-2.2","88355","","","","52"
"","4569.40000000759","image-slider-response","22","165250","0.0-9.0-3.2","88355","","","","73"
"","3404.399999999441","image-button-response","23","168655","0.0-9.0-4.2","88355","","img/Berkowitz417tx.png","0",""
"","23755.300000018906","image-button-response","24","192413","0.0-9.0-0.3","88355","","img/Berkowitz294.png","1",""
"","12420.499999978347","image-button-response","25","204837","0.0-9.0-1.3","88355","","img/Berkowitz294.png","4",""
"","4671.80000001099","image-slider-response","26","209510","0.0-9.0-2.3","88355","","","","38"
"","5174.500000022817","image-slider-response","27","214686","0.0-9.0-3.3","88355","","","","95"
"","2400.3000000084285","image-button-response","28","217088","0.0-9.0-4.3","88355","","img/Berkowitz294.png","0",""
"","2207.0999999996275","image-button-response","29","219296","0.0-9.0-0.4","88355","","img/Berkowitz74.png","0",""
"","27078.50000000326","image-button-response","30","246377","0.0-9.0-1.4","88355","","img/Berkowitz74.png","1",""
"","9584.299999987707","image-slider-response","31","255963","0.0-9.0-2.4","88355","","","","0"
"","3746.400000003632","image-slider-response","32","259711","0.0-9.0-3.4","88355","","","","100"
"","1401.0000000125729","image-button-response","33","261114","0.0-9.0-4.4","88355","","img/Berkowitz74.png","0",""
"","4736.1000000091735","image-button-response","34","265852","0.0-9.0-0.5","88355","","img/Berkowitz9.png","0",""
"","5546.900000015739","image-button-response","35","271400","0.0-9.0-1.5","88355","","img/Berkowitz9.png","2",""
"","3521.8000000168104","image-slider-response","36","274923","0.0-9.0-2.5","88355","","","","3"
"","4082.9999999841675","image-slider-response","37","279008","0.0-9.0-3.5","88355","","","","98"
"","3589.6000000066124","image-button-response","38","282599","0.0-9.0-4.5","88355","","img/Berkowitz9.png","0",""
"","3417.699999990873","image-button-response","39","286018","0.0-9.0-0.6","88355","","img/Berkowitz282.png","1",""
"","4134.099999995669","image-button-response","40","290154","0.0-9.0-1.6","88355","","img/Berkowitz282.png","4",""
"","8584.10000000731","image-slider-response","41","298741","0.0-9.0-2.6","88355","","","","7"
"","6222.399999998743","image-slider-response","42","304964","0.0-9.0-3.6","88355","","","","76"
"","1922.4000000103842","image-button-response","43","306889","0.0-9.0-4.6","88355","","img/Berkowitz282.png","0",""
"","4542.699999990873","image-button-response","44","311433","0.0-9.0-0.7","88355","","img/Berkowitz75.png","0",""
"","5715.399999986403","image-button-response","45","317151","0.0-9.0-1.7","88355","","img/Berkowitz75.png","1",""
"","3673.9999999990687","image-slider-response","46","320825","0.0-9.0-2.7","88355","","","","1"
"","3708.0999999889173","image-slider-response","47","324535","0.0-9.0-3.7","88355","","","","96"
"","2634.4999999855645","image-button-response","48","327172","0.0-9.0-4.7","88355","","img/Berkowitz75.png","0",""
